site,Date,Q,LogQ,Julian,Month,Day,DecYear,MonthSeq
Buck Creek,08/11/2001,0.043324774944076355,-3.139030638,55463,11,313,2001.8528538812786,1823
Buck Creek,09/11/2001,0.042192101089329255,-3.165522253,55464,11,314,2001.855593607306,1823
Buck Creek,10/11/2001,0.038227743,-3.264193781,55465,11,315,2001.8583333333333,1823
Buck Creek,11/11/2001,0.037944574,-3.271628759,55466,11,316,2001.8610730593607,1823
Buck Creek,12/11/2001,0.03313071,-3.407294625,55467,11,317,2001.863812785388,1823
Buck Creek,13/11/2001,0.030865363,-3.478120677,55468,11,318,2001.8665525114154,1823
Buck Creek,14/11/2001,0.030865363,-3.478120677,55469,11,319,2001.869292237443,1823
Buck Creek,15/11/2001,0.030865363,-3.478120677,55470,11,320,2001.8720319634704,1823
Buck Creek,16/11/2001,0.028883183296050902,-3.544495746,55471,11,321,2001.8747716894977,1823
Buck Creek,17/11/2001,0.023786150949688976,-3.738651761,55472,11,322,2001.877511415525,1823
Buck Creek,18/11/2001,0.023219814,-3.762749312,55473,11,323,2001.8802511415524,1823
Buck Creek,19/11/2001,0.022936646,-3.775019405,55474,11,324,2001.882991,1823
Buck Creek,20/11/2001,0.038510911061401205,-3.256813674,55475,11,325,2001.8857305936074,1823
Buck Creek,21/11/2001,0.034546553,-3.365447515,55476,11,326,2001.8884703196347,1823
Buck Creek,22/11/2001,0.030582194078171546,-3.487337332,55477,11,327,2001.891210045662,1823
Buck Creek,23/11/2001,0.026901004050243486,-3.615591668,55478,11,328,2001.8939497716894,1823
Buck Creek,24/11/2001,0.023502982486002202,-3.750627952,55479,11,329,2001.8966894977168,1823
Buck Creek,25/11/2001,0.032564373323978955,-3.424536431,55480,11,330,2001.8994292237444,1823
Buck Creek,26/11/2001,0.056067356,-2.881201529,55481,11,331,2001.9021689497717,1823
Buck Creek,27/11/2001,0.043891112,-3.126043442,55482,11,332,2001.904908675799,1823
Buck Creek,28/11/2001,0.037095068742967335,-3.294271236,55483,11,333,2001.9076484018265,1823
Buck Creek,29/11/2001,0.061730725,-2.784973497,55484,11,334,2001.9103881278538,1823
Buck Creek,30/11/2001,0.15234463346348417,-1.881609999,55485,11,335,2001.9131278538812,1823
Buck Creek,01/12/2001,0.25938231273708456,-1.349452195,55486,12,336,2001.9158675799088,1824
Buck Creek,02/12/2001,0.10958619544678136,-2.211043866,55487,12,337,2001.9186073059361,1824
Buck Creek,03/12/2001,0.0682436,-2.684671626,55488,12,338,2001.9213470319635,1824
Buck Creek,04/12/2001,0.052669334245739885,-2.943721886,55489,12,339,2001.9240867579908,1824
Buck Creek,05/12/2001,0.049837649608872145,-2.998984564,55490,12,340,2001.9268264840182,1824
Buck Creek,06/12/2001,0.043891112,-3.126043442,55491,12,341,2001.9295662100456,1824
Buck Creek,07/12/2001,0.038794079525087975,-3.249487634,55492,12,342,2001.9323059360731,1824
Buck Creek,08/12/2001,0.034546553,-3.365447515,55493,12,343,2001.9350456621005,1824
Buck Creek,09/12/2001,0.032564373323978955,-3.424536431,55494,12,344,2001.9377853881278,1824
Buck Creek,10/12/2001,0.02944952,-3.52507766,55495,12,345,2001.9405251141552,1824
Buck Creek,11/12/2001,0.026901004050243486,-3.615591668,55496,12,346,2001.9432648401826,1824
Buck Creek,12/12/2001,0.024918824804436072,-3.692131745,55497,12,347,2001.9460045662101,1824
Buck Creek,13/12/2001,0.043041606,-3.145588039,55498,12,348,2001.9487442922375,1824
Buck Creek,14/12/2001,0.05720003,-2.861200862,55499,12,349,2001.9514840182649,1824
Buck Creek,15/12/2001,0.14045155798863967,-1.962892633,55500,12,350,2001.9542237442922,1824
Buck Creek,16/12/2001,0.075889148,-2.578481579,55501,12,351,2001.9569634703196,1824
Buck Creek,17/12/2001,0.059748545837909214,-2.817610426,55502,12,352,2001.959703196347,1824
Buck Creek,18/12/2001,0.054651513491547295,-2.90677837,55503,12,353,2001.9624429223745,1824
Buck Creek,19/12/2001,0.045306954,-3.094294744,55504,12,354,2001.9651826484019,1824
Buck Creek,20/12/2001,0.042192101089329255,-3.165522253,55505,12,355,2001.9679223744292,1824
Buck Creek,21/12/2001,0.037944574,-3.271628759,55506,12,356,2001.9706621004566,1824
Buck Creek,22/12/2001,0.034829721,-3.357284204,55507,12,357,2001.973401826484,1824
Buck Creek,23/12/2001,0.035679226424533465,-3.333186652,55508,12,358,2001.9761415525113,1824
Buck Creek,24/12/2001,0.032281205,-3.433270111,55509,12,359,2001.978881278539,1824
Buck Creek,25/12/2001,0.028316846368677356,-3.564298373,55510,12,360,2001.9816210045663,1824
Buck Creek,26/12/2001,0.026051498659183166,-3.647679982,55511,12,361,2001.9843607305936,1824
Buck Creek,27/12/2001,0.024635656,-3.703560441,55512,12,362,2001.987100456621,1824
Buck Creek,28/12/2001,0.022936646,-3.775019405,55513,12,363,2001.9898401826483,1824
Buck Creek,29/12/2001,0.021237634776508016,-3.851980446,55514,12,364,2001.992579908676,1824
Buck Creek,30/12/2001,0.020104961,-3.906788682,55515,12,365,2001.9953196347033,1824
Buck Creek,31/12/2001,0.020104961,-3.906788682,55516,12,366,2001.9980593607306,1824
Buck Creek,01/01/2002,0.020104961,-3.906788682,55517,1,1,2002.000799086758,1825
Buck Creek,02/01/2002,0.020104961,-3.906788682,55518,1,2,2002.0035388127853,1825
Buck Creek,03/01/2002,0.020104961,-3.906788682,55519,1,3,2002.0062785388127,1825
Buck Creek,04/01/2002,0.020104961,-3.906788682,55520,1,4,2002.0090182648403,1825
Buck Creek,05/01/2002,0.018689118603327056,-3.979813817,55521,1,5,2002.0117579908676,1825
Buck Creek,06/01/2002,0.019538623994387373,-3.935362055,55522,1,6,2002.014497716895,1825
Buck Creek,07/01/2002,0.019538623994387373,-3.935362055,55523,1,7,2002.0172374429224,1825
Buck Creek,08/01/2002,0.019255455530700603,-3.949960854,55524,1,8,2002.0199771689497,1825
Buck Creek,09/01/2002,0.018972287,-3.96477594,55525,1,9,2002.022716894977,1825
Buck Creek,10/01/2002,0.021237634776508016,-3.851980446,55526,1,10,2002.0254566210047,1825
Buck Creek,11/01/2002,0.023219814,-3.762749312,55527,1,11,2002.028196347032,1825
Buck Creek,12/01/2002,0.023219814,-3.762749312,55528,1,12,2002.0309360730594,1825
Buck Creek,13/01/2002,0.023219814,-3.762749312,55529,1,13,2002.0336757990867,1825
Buck Creek,14/01/2002,0.022653477094941886,-3.787441925,55530,1,14,2002.036415525114,1825
Buck Creek,15/01/2002,0.022653477094941886,-3.787441925,55531,1,15,2002.0391552511417,1825
Buck Creek,16/01/2002,0.020388129385447696,-3.89280244,55532,1,16,2002.041894977169,1825
Buck Creek,17/01/2002,0.021520803,-3.838735219,55533,1,17,2002.0446347031964,1825
Buck Creek,18/01/2002,0.020104961,-3.906788682,55534,1,18,2002.0473744292237,1825
Buck Creek,19/01/2002,0.020104961,-3.906788682,55535,1,19,2002.050114155251,1825
Buck Creek,20/01/2002,0.020104961,-3.906788682,55536,1,20,2002.0528538812785,1825
Buck Creek,21/01/2002,0.020104961,-3.906788682,55537,1,21,2002.055593607306,1825
Buck Creek,22/01/2002,0.020104961,-3.906788682,55538,1,22,2002.0583333333334,1825
Buck Creek,23/01/2002,0.020671298,-3.879009118,55539,1,23,2002.0610730593608,1825
Buck Creek,24/01/2002,0.045306954,-3.094294744,55540,1,24,2002.063812785388,1825
Buck Creek,25/01/2002,0.059465377374222445,-2.822361029,55541,1,25,2002.0665525114155,1825
Buck Creek,26/01/2002,0.053802008,-2.922444487,55542,1,26,2002.0692922374428,1825
Buck Creek,27/01/2002,0.049554481,-3.004682585,55543,1,27,2002.0720319634704,1825
Buck Creek,28/01/2002,0.045873291,-3.081872224,55544,1,28,2002.0747716894978,1825
Buck Creek,29/01/2002,0.04247527,-3.158833265,55545,1,29,2002.0775114155251,1825
Buck Creek,30/01/2002,0.039643585,-3.227826137,55546,1,30,2002.0802511415525,1825
Buck Creek,31/01/2002,0.0368119,-3.301934109,55547,1,31,2002.0829908675798,1825
Buck Creek,01/02/2002,0.14724760111712223,-1.915639748,55548,2,32,2002.0857305936072,1826
Buck Creek,02/02/2002,0.14158423184338678,-1.954860461,55549,2,33,2002.0884703196348,1826
Buck Creek,03/02/2002,0.1274258086590481,-2.060220977,55550,2,34,2002.0912100456621,1826
Buck Creek,04/02/2002,0.085233708,-2.462358295,55551,2,35,2002.0939497716895,1826
Buck Creek,05/02/2002,0.082402023,-2.496145292,55552,2,36,2002.0966894977169,1826
Buck Creek,06/02/2002,0.049837649608872145,-2.998984564,55553,2,37,2002.0994292237442,1826
Buck Creek,07/02/2002,0.04417428,-3.119612552,55554,2,38,2002.1021689497718,1826
Buck Creek,08/02/2002,0.040209922,-3.213641502,55555,2,39,2002.1049086757992,1826
Buck Creek,09/02/2002,0.035962395,-3.325281473,55556,2,40,2002.1076484018265,1826
Buck Creek,10/02/2002,0.045306954,-3.094294744,55557,2,41,2002.1103881278539,1826
Buck Creek,11/02/2002,0.11609907011157715,-2.1533114,55558,2,42,2002.1131278538812,1826
Buck Creek,12/02/2002,0.076455485,-2.5710466,55559,2,43,2002.1158675799086,1826
Buck Creek,13/02/2002,0.065128747,-2.73138925,55560,2,44,2002.1186073059362,1826
Buck Creek,14/02/2002,0.063146567,-2.762296788,55561,2,45,2002.1213470319635,1826
Buck Creek,15/02/2002,0.045873291,-3.081872224,55562,2,46,2002.1240867579909,1826
Buck Creek,16/02/2002,0.041059427,-3.192734817,55563,2,47,2002.1268264840182,1826
Buck Creek,17/02/2002,0.038227743,-3.264193781,55564,2,48,2002.1295662100456,1826
Buck Creek,18/02/2002,0.0368119,-3.301934109,55565,2,49,2002.132305936073,1826
Buck Creek,19/02/2002,0.045023785726196995,-3.100564357,55566,2,50,2002.1350456621005,1826
Buck Creek,20/02/2002,0.0368119,-3.301934109,55567,2,51,2002.137785388128,1826
Buck Creek,21/02/2002,0.14922978036292964,-1.902268011,55568,2,52,2002.1405251141553,1826
Buck Creek,22/02/2002,0.13535452564227776,-1.999857827,55569,2,53,2002.1432648401826,1826
Buck Creek,23/02/2002,0.085233708,-2.462358295,55570,2,54,2002.146005,1826
Buck Creek,24/02/2002,0.082118854,-2.499587636,55571,2,55,2002.1487442922376,1826
Buck Creek,25/02/2002,0.067960431,-2.688829636,55572,2,56,2002.151484018265,1826
Buck Creek,26/02/2002,0.073906969,-2.604948152,55573,2,57,2002.1542237442923,1826
Buck Creek,27/02/2002,0.12317828170374648,-2.094122528,55574,2,58,2002.1569634703196,1826
Buck Creek,28/02/2002,0.087215887,-2.439368776,55575,2,59,2002.159703196347,1826
Buck Creek,01/03/2002,0.065128747,-2.73138925,55576,3,61,2002.1624429223743,1827
Buck Creek,02/03/2002,0.054368345,-2.911973187,55577,3,62,2002.165182648402,1827
Buck Creek,03/03/2002,0.15347730731823125,-1.874202558,55578,3,63,2002.1679223744293,1827
Buck Creek,04/03/2002,0.16310503508358157,-1.813360899,55579,3,64,2002.1706621004566,1827
Buck Creek,05/03/2002,0.084950539,-2.465686085,55580,3,65,2002.173401826484,1827
Buck Creek,06/03/2002,0.0682436,-2.684671626,55581,3,66,2002.1761415525114,1827
Buck Creek,07/03/2002,0.054651513491547295,-2.90677837,55582,3,67,2002.1788812785387,1827
Buck Creek,08/03/2002,0.058332704,-2.841592391,55583,3,68,2002.1816210045663,1827
Buck Creek,09/03/2002,0.11609907011157715,-2.1533114,55584,3,69,2002.1843607305937,1827
Buck Creek,10/03/2002,0.19821792458074147,-1.618388224,55585,3,70,2002.187100456621,1827
Buck Creek,11/03/2002,0.1274258086590481,-2.060220977,55586,3,71,2002.1898401826484,1827
Buck Creek,12/03/2002,0.10760401620097394,-2.229297307,55587,3,72,2002.1925799086757,1827
Buck Creek,13/03/2002,0.077588159,-2.556340453,55588,3,73,2002.1953196347033,1827
Buck Creek,14/03/2002,0.08664955,-2.445883457,55589,3,74,2002.1980593607307,1827
Buck Creek,15/03/2002,0.073623801,-2.608786928,55590,3,75,2002.200799086758,1827
Buck Creek,16/03/2002,0.15291097039085771,-1.87789942,55591,3,76,2002.2035388127854,1827
Buck Creek,17/03/2002,0.11326738547470942,-2.178004012,55592,3,77,2002.2062785388127,1827
Buck Creek,18/03/2002,0.10732084773728717,-2.231932354,55593,3,78,2002.209018,1827
Buck Creek,19/03/2002,0.080136675,-2.524021662,55594,3,79,2002.2117579908677,1827
Buck Creek,20/03/2002,0.069376274,-2.668210349,55595,3,80,2002.214497716895,1827
Buck Creek,21/03/2002,0.060031714,-2.812882285,55596,3,81,2002.2172374429224,1827
Buck Creek,22/03/2002,0.053802008,-2.922444487,55597,3,82,2002.2199771689498,1827
Buck Creek,23/03/2002,0.047572302,-3.04550458,55598,3,83,2002.222716894977,1827
Buck Creek,24/03/2002,0.043607943407763125,-3.132515957,55599,3,84,2002.2254566210045,1827
Buck Creek,25/03/2002,0.040209922,-3.213641502,55600,3,85,2002.228196347032,1827
Buck Creek,26/03/2002,0.047289133,-3.051474747,55601,3,86,2002.2309360730594,1827
Buck Creek,27/03/2002,0.1497961172903032,-1.898480128,55602,3,87,2002.2336757990868,1827
Buck Creek,28/03/2002,0.099108962,-2.311535405,55603,3,88,2002.2364155251141,1827
Buck Creek,29/03/2002,0.090613908,-2.401147564,55604,3,89,2002.2391552511415,1827
Buck Creek,30/03/2002,0.26731102972031423,-1.319342393,55605,3,90,2002.2418949771688,1827
Buck Creek,31/03/2002,0.25740013349127716,-1.357123465,55606,3,91,2002.2446347031964,1827
Buck Creek,01/04/2002,0.265045682,-1.327853083,55607,4,92,2002.2473744292238,1828
Buck Creek,02/04/2002,0.1798119744411012,-1.71584356,55608,4,93,2002.2501141552511,1828
Buck Creek,03/04/2002,0.2732575674577365,-1.297340458,55609,4,94,2002.2528538812785,1828
Buck Creek,04/04/2002,0.19113871298857213,-1.654755869,55610,4,95,2002.2555936073059,1828
Buck Creek,05/04/2002,0.11213471161996232,-2.188054348,55611,4,96,2002.2583333333334,1828
Buck Creek,06/04/2002,0.084667371,-2.469024986,55612,4,97,2002.2610730593608,1828
Buck Creek,07/04/2002,0.087782224,-2.432896262,55613,4,98,2002.2638127853882,1828
Buck Creek,08/04/2002,0.068526768,-2.680530833,55614,4,99,2002.2665525114155,1828
Buck Creek,09/04/2002,0.38227742597714426,-0.961608688,55615,4,100,2002.2692922374429,1828
Buck Creek,10/04/2002,0.4077625877089539,-0.897070167,55616,4,101,2002.2720319634702,1828
Buck Creek,11/04/2002,0.2664615243292539,-1.32252542,55617,4,102,2002.2747716894978,1828
Buck Creek,12/04/2002,0.30299025614484765,-1.194054632,55618,4,103,2002.2775114155252,1828
Buck Creek,13/04/2002,0.9825945689931043,-0.017558686,55619,4,104,2002.2802511415525,1828
Buck Creek,14/04/2002,0.7843766444123627,-0.24286596,55620,4,105,2002.2829908675799,1828
Buck Creek,15/04/2002,0.37944574134027653,-0.969043666,55621,4,106,2002.2857305936072,1828
Buck Creek,16/04/2002,0.2086951577371521,-1.566880667,55622,4,107,2002.2884703196346,1828
Buck Creek,17/04/2002,0.1359208625696513,-1.995682455,55623,4,108,2002.2912100456622,1828
Buck Creek,18/04/2002,0.10024163614511783,-2.300171646,55624,4,109,2002.2939497716895,1828
Buck Creek,19/04/2002,0.080136675,-2.524021662,55625,4,110,2002.296689497717,1828
Buck Creek,20/04/2002,0.065978252,-2.718430106,55626,4,111,2002.2994292237443,1828
Buck Creek,21/04/2002,0.056916861201041474,-2.866163651,55627,4,112,2002.3021689497716,1828
Buck Creek,22/04/2002,0.053802008,-2.922444487,55628,4,113,2002.3049086757992,1828
Buck Creek,23/04/2002,0.056350524273667935,-2.876163735,55629,4,114,2002.3076484018266,1828
Buck Creek,24/04/2002,0.059182209,-2.827134307,55630,4,115,2002.310388127854,1828
Buck Creek,25/04/2002,0.064845578,-2.735746556,55631,4,116,2002.3131278538813,1828
Buck Creek,26/04/2002,0.065695084,-2.722731188,55632,4,117,2002.3158675799086,1828
Buck Creek,27/04/2002,0.056350524273667935,-2.876163735,55633,4,118,2002.318607305936,1828
Buck Creek,28/04/2002,0.08296836,-2.48929595,55634,4,119,2002.3213470319636,1828
Buck Creek,29/04/2002,0.16282186661989478,-1.815098519,55635,4,120,2002.324086757991,1828
Buck Creek,30/04/2002,0.11156837469258878,-2.19311765,55636,4,121,2002.3268264840183,1828
Buck Creek,01/05/2002,0.095994109,-2.343468452,55637,5,122,2002.3295662100456,1829
Buck Creek,02/05/2002,0.11496639625683004,-2.1631154,55638,5,123,2002.332305936073,1829
Buck Creek,03/05/2002,0.12884165097748196,-2.04917114,55639,5,124,2002.3350456621004,1829
Buck Creek,04/05/2002,0.095144604,-2.352357399,55640,5,125,2002.337785388128,1829
Buck Creek,05/05/2002,0.072774295,-2.620392474,55641,5,126,2002.3405251141553,1829
Buck Creek,06/05/2002,0.060598051228969545,-2.803492544,55642,5,127,2002.3432648401827,1829
Buck Creek,07/05/2002,0.05521785,-2.896469001,55643,5,128,2002.346005,1829
Buck Creek,08/05/2002,0.052669334245739885,-2.943721886,55644,5,129,2002.3487442922374,1829
Buck Creek,09/05/2002,0.050687155,-2.982082754,55645,5,130,2002.3514840182647,1829
Buck Creek,10/05/2002,0.059748545837909214,-2.817610426,55646,5,131,2002.3542237442923,1829
Buck Creek,11/05/2002,0.048421807290438275,-3.027805003,55647,5,132,2002.3569634703197,1829
Buck Creek,12/05/2002,0.054934681955234065,-2.9016104,55648,5,133,2002.359703196347,1829
Buck Creek,13/05/2002,0.4162576416195571,-0.87645088,55649,5,134,2002.3624429223744,1829
Buck Creek,14/05/2002,0.4842180729043828,-0.72521991,55650,5,135,2002.3651826484017,1829
Buck Creek,15/05/2002,0.23191497175946751,-1.461384476,55651,5,136,2002.3679223744293,1829
Buck Creek,16/05/2002,0.1509287911450503,-1.890947135,55652,5,137,2002.3706621004567,1829
Buck Creek,17/05/2002,0.22200407553043044,-1.505059539,55653,5,138,2002.373401826484,1829
Buck Creek,18/05/2002,0.16480404586570221,-1.802998112,55654,5,139,2002.3761415525114,1829
Buck Creek,19/05/2002,0.12600996634061423,-2.071394277,55655,5,140,2002.3788812785388,1829
Buck Creek,20/05/2002,0.09401193,-2.36433359,55656,5,141,2002.3816210045661,1829
Buck Creek,21/05/2002,0.077304991,-2.559996764,55657,5,142,2002.3843607305937,1829
Buck Creek,22/05/2002,0.065411915,-2.727050849,55658,5,143,2002.387100456621,1829
Buck Creek,23/05/2002,0.056350524273667935,-2.876163735,55659,5,144,2002.3898401826484,1829
Buck Creek,24/05/2002,0.054368345,-2.911973187,55660,5,145,2002.3925799086758,1829
Buck Creek,25/05/2002,0.049271313,-3.01041326,55661,5,146,2002.3953196347031,1829
Buck Creek,26/05/2002,0.059465377374222445,-2.822361029,55662,5,147,2002.3980593607305,1829
Buck Creek,27/05/2002,0.051253491927306015,-2.970971528,55663,5,148,2002.400799086758,1829
Buck Creek,28/05/2002,0.045873291,-3.081872224,55664,5,149,2002.4035388127854,1829
Buck Creek,29/05/2002,0.064845578,-2.735746556,55665,5,150,2002.4062785388128,1829
Buck Creek,30/05/2002,0.30865362541858316,-1.175535584,55666,5,151,2002.4090182648401,1829
Buck Creek,31/05/2002,0.24324171030693847,-1.413699637,55667,5,152,2002.4117579908675,1829
Buck Creek,01/06/2002,0.17018424667575088,-1.770873625,55668,6,153,2002.414497716895,1830
Buck Creek,02/06/2002,0.10448916310041943,-2.258671915,55669,6,154,2002.4172374429224,1830
Buck Creek,03/06/2002,0.072207958,-2.628205014,55670,6,155,2002.4199771689498,1830
Buck Creek,04/06/2002,0.056350524273667935,-2.876163735,55671,6,156,2002.4227168949772,1830
Buck Creek,05/06/2002,0.092596088,-2.379508388,55672,6,157,2002.4254566210045,1830
Buck Creek,06/06/2002,0.13025749329591582,-2.03824207,55673,6,158,2002.4281963470319,1830
Buck Creek,07/06/2002,0.083534697,-2.482493203,55674,6,159,2002.4309360730595,1830
Buck Creek,08/06/2002,0.057483198,-2.85626258,55675,6,160,2002.4336757990868,1830
Buck Creek,09/06/2002,0.045023785726196995,-3.100564357,55676,6,161,2002.4364155251142,1830
Buck Creek,10/06/2002,0.036528732,-3.309656155,55677,6,162,2002.4391552511415,1830
Buck Creek,11/06/2002,0.030015857150797996,-3.506029465,55678,6,163,2002.4418949771689,1830
Buck Creek,12/06/2002,0.098542625,-2.31726608,55679,6,164,2002.4446347031962,1830
Buck Creek,13/06/2002,0.078720833,-2.541847446,55680,6,165,2002.4473744292238,1830
Buck Creek,14/06/2002,0.049271313,-3.01041326,55681,6,166,2002.4501141552512,1830
Buck Creek,15/06/2002,0.066544589,-2.709883045,55682,6,167,2002.4528538812785,1830
Buck Creek,16/06/2002,0.141301063,-1.956862464,55683,6,168,2002.455593607306,1830
Buck Creek,17/06/2002,0.1616891927651477,-1.82207935,55684,6,169,2002.4583333333333,1830
Buck Creek,18/06/2002,0.086083213,-2.452440858,55685,6,170,2002.4610730593608,1830
Buck Creek,19/06/2002,0.054651513491547295,-2.90677837,55686,6,171,2002.4638127853882,1830
Buck Creek,20/06/2002,0.039360416,-3.234994626,55687,6,172,2002.4665525114156,1830
Buck Creek,21/06/2002,0.029732688687111222,-3.515508209,55688,6,173,2002.469292237443,1830
Buck Creek,22/06/2002,0.059465377374222445,-2.822361029,55689,6,174,2002.4720319634703,1830
Buck Creek,23/06/2002,0.075322811,-2.585972251,55690,6,175,2002.4747716894976,1830
Buck Creek,24/06/2002,0.050403987,-2.987685009,55691,6,176,2002.4775114155252,1830
Buck Creek,25/06/2002,0.033697047,-3.390345066,55692,6,177,2002.4802511415526,1830
Buck Creek,26/06/2002,0.031714868,-3.450969688,55693,6,178,2002.482991,1830
Buck Creek,27/06/2002,0.067394094,-2.697197886,55694,6,179,2002.4857305936073,1830
Buck Creek,28/06/2002,0.071641621,-2.636079071,55695,6,180,2002.4884703196346,1830
Buck Creek,29/06/2002,0.04417428,-3.119612552,55696,6,181,2002.491210045662,1830
Buck Creek,30/06/2002,0.030015857150797996,-3.506029465,55697,6,182,2002.4939497716896,1830
Buck Creek,01/07/2002,0.022087140167568336,-3.812759733,55698,7,183,2002.496689497717,1831
Buck Creek,02/07/2002,0.017273276284893186,-4.058594695,55699,7,184,2002.4994292237443,1831
Buck Creek,03/07/2002,0.013592086,-4.298267548,55700,7,185,2002.5021689497717,1831
Buck Creek,04/07/2002,0.009910896,-4.614120498,55701,7,186,2002.504908675799,1831
Buck Creek,05/07/2002,0.009061391,-4.703732657,55702,7,187,2002.5076484018264,1831
Buck Creek,06/07/2002,0.009910896,-4.614120498,55703,7,188,2002.510388127854,1831
Buck Creek,07/07/2002,0.008495054,-4.768271178,55704,7,189,2002.5131278538813,1831
Buck Creek,08/07/2002,0.00736238,-4.911372021,55705,7,190,2002.5158675799087,1831
Buck Creek,09/07/2002,0.007645549,-4.873631693,55706,7,191,2002.518607305936,1831
Buck Creek,10/07/2002,0.00736238,-4.911372021,55707,7,192,2002.5213470319634,1831
Buck Creek,11/07/2002,0.006229706,-5.078426106,55708,7,193,2002.524086757991,1831
Buck Creek,12/07/2002,0.006229706,-5.078426106,55709,7,194,2002.5268264840183,1831
Buck Creek,13/07/2002,0.005663369,-5.173736286,55710,7,195,2002.5295662100457,1831
Buck Creek,14/07/2002,0.004813864,-5.336255215,55711,7,196,2002.532305936073,1831
Buck Creek,15/07/2002,0.005946538,-5.124946122,55712,7,197,2002.5350456621004,1831
Buck Creek,16/07/2002,0.009344559,-4.672960998,55713,7,198,2002.5377853881278,1831
Buck Creek,17/07/2002,0.005663369,-5.173736286,55714,7,199,2002.5405251141553,1831
Buck Creek,18/07/2002,0.005097032,-5.279096801,55715,7,200,2002.5432648401827,1831
Buck Creek,19/07/2002,0.005380201,-5.22502958,55716,7,201,2002.546005,1831
Buck Creek,20/07/2002,0.004813864,-5.336255215,55717,7,202,2002.5487442922374,1831
Buck Creek,21/07/2002,0.003964358,-5.53041123,55718,7,203,2002.5514840182648,1831
Buck Creek,22/07/2002,0.004247527,-5.461418358,55719,7,204,2002.5542237442921,1831
Buck Creek,23/07/2002,0.015574265502772546,-4.162135374,55720,7,205,2002.5569634703197,1831
