Var1,Var2,Factor
-0.501757044,-1.966824178,A
0.9154021177020741,2.531214050053179,A
0.32875110965968446,1.2847893584524626,A
-0.529760204,-0.170520489,A
0.5132674331133561,1.398246658934314,A
0.097077549,0.13336955117514598,A
0.9686449905328892,0.5557131143135022,A
-0.702053094,-0.977275083,A
-0.327662147,-1.168654931,A
-0.392108153,0.38695750371951465,A
-1.463514948,-2.342329804,A
0.29612027706457605,-0.381316781,A
0.26105527217988933,0.070197067,A
0.005113457,0.42060163923931565,A
-0.234587133,-0.915605253,A
-1.415370742,-2.945276509,A
-0.420645323,-0.387280773,A
-0.342714517,-0.269105204,A
-0.802277269,-1.710359079,A
-0.161285712,-0.712966873,A
0.4040508568145384,0.8381262225794439,A
1.8861859012105302,1.381194510318471,A
0.17457781283183896,-1.145597055,A
0.25755039072276437,-0.332118635,A
-0.074445916,-0.325116025,A
-1.918771215,-2.567249257,A
-0.026513875,1.4355854037757267,A
0.06023021,0.948004938,A
2.463242112485286,3.534924638764502,A
-0.192360965,-0.307557655,A
0.30154734233361247,-0.550208351,A
-0.03471177,-0.070580791,A
-1.168678038,-2.041675695,A
1.1428228145150205,2.036952782,A
0.7519330326867741,0.30066860547783814,A
0.7910319470430469,2.905894434805743,B
-0.909387455,1.3686577308104693,B
1.4027943109360992,3.195431317947291,B
-1.401851063,-0.501064872,B
0.5868570938002703,2.770429632411518,B
2.1904556258099785,4.084462966829132,B
-0.990536325,-0.061712006,B
-0.56629773,0.363145806,B
0.099651365,1.4471531461802933,B
-0.503475654,-0.328223265,B
-1.550663431,-1.101484972,B
0.068562975,1.8008427534544906,B
-1.062303714,1.0576880372058843,B
0.4735924306351816,2.8696594720379793,B
-0.919424234,1.9740461061608516,B
1.5499344050175394,2.7575540446382596,B
-0.783253292,0.8974406982163226,B
-0.322061516,0.9002497314298383,B
0.8135172173696698,4.610078759272177,B
-1.230864316,-1.45459476,B
0.22745993460412942,0.70146806,B
1.307142754282428,2.561321486,B
-1.607483235,-3.335120576,B
0.1846338585323042,0.9511957661176952,B
0.25988279424842353,0.8306915298189372,B
0.7818228717773104,2.523128094142173,B
-1.236950711,-0.313670091,B
-1.320456613,1.0954859195894717,B
0.5219415656168976,2.9333361866113967,B
0.29698467323318606,1.068573354187376,B
0.25049285034587654,0.6773246041704569,B
0.3464482094969757,2.211591485751969,B
-0.680024722,-1.140270289,B
0.23225369716100355,3.379839311595859,B
0.29307247329868125,2.819048830669309,B
-0.714351418,-0.340702779,B
1.8657745111447566,2.285527237626257,B
0.4738329209117875,3.264621755533094,B
-1.191303497,-0.701495091,B
0.6565536086338297,3.4226467249242063,B
-0.97468167,-1.856450164,B
0.787084604,1.7812518826599049,B
1.158595579007404,2.943137068229289,B
-0.820682318,0.015957116,B
0.9633761292443218,2.194998722387239,B
0.4127809269364983,2.4420213227522463,B
0.82206016,1.3654698106091405,B
1.8967929826539474,3.9028099889596275,B
-0.245388116,0.952213458,B
-0.753736164,0.5838345875225145,B
-0.88951443,0.5773432336506048,B
-0.815810285,-1.148357519,B
-0.077101709,-0.449766735,B
0.3411519748166439,2.989404784123475,B
0.27669079933001905,1.9473502109746201,B
0.8271832490360238,1.692288336997482,B
0.013001892,2.7706548133393833,B
1.4535340771573169,3.495975750028834,B
-0.264656833,1.9823119342068922,B
2.720169166589619,5.347772231294537,B
0.6256673477650062,4.199248946529496,B
-0.857157556,1.6696045078187807,B
-1.070892498,-0.655302896,B
0.4824724152431853,2.8952795738191335,B
-0.223462785,1.510181771596371,B
0.714000494,3.6396322986704863,B
0.47323762457354485,0.9449329762802128,B
-0.072828913,1.776808091,B
-0.846793718,0.9882339097469803,B
-1.514847225,-2.831010323,B
-0.446514952,-0.653030941,B
0.8563987943234723,0.44536601372510765,B
0.21409374413020396,1.2517337817507481,B
-1.245738779,0.048934088,B
0.173180926,2.9621284408728012,B
0.3853173797288368,1.8520708500130303,B
-0.883857436,1.5028293912695923,B
0.1537251059455279,0.050486200703400375,B
0.058208718445999896,-0.416069362,B
-1.142970298,-0.570003146,B
0.3577873603482833,2.120746489461732,B
0.5607845263682344,2.0084820414582585,B
1.083051243175277,0.7571347647230389,B
1.053802052034903,2.6915830385395663,B
-1.377669368,-2.170973552,B
-0.93782504,0.4629349889573543,B
0.5150352672086598,2.339151146909838,B
0.5137859509122088,1.030799140040958,B
0.5150476863060479,1.4587046121223781,B
3.852731490654721,5.919883714093131,B
0.570890511,1.9936566687665787,B
1.135565640180599,3.8584907807721365,B
0.9540017634932023,1.6452765989042597,B
0.651391251,2.681133392476541,B
-0.315269245,0.19683851466704072,B
0.7589692204932674,1.545580998477557,B
-0.772825215,-0.066268182,B
-0.236818607,-0.190470233,B
-0.485363548,-0.081694627,B
0.081874139,0.12493331649063522,B
2.3146585666735087,6.636712982926652,B
-1.867265193,-1.565634237,B
0.6862601903745135,1.5296647775691845,B
-1.612715871,-1.005093896,B
-0.471931866,0.379774152,B
1.088950596967366,2.6124562959178266,B
0.064280019,1.9105867286866194,B
-1.077744778,0.34089054315334577,B
-0.715303709,-0.403456712,B
0.6795977489346758,1.6435783827573336,B
-0.730366632,-0.170601645,B
0.21645858958197486,-0.77723328,B
0.045571839903813784,-0.246833302,B
-0.651600348,1.589473746035799,B
2.1439440893253257,6.060883847489272,B
0.6339190223180112,1.9018424939206384,B
-2.025142587,-1.261156917,B
0.18645431476942764,1.7909316266976774,B
-0.661786465,3.2862011113026557,B
0.852433335,3.5982249136289126,B
